;;;;;
Historico Aportes Diario 2015;;;;;
;;;;;
Fecha;Region Hidrologica;Nombre Rio;Aportes Caudal m3/s;Aportes Energia kWh;Aportes %
2015-01-13;ANTIOQUIA;NARE;60,62;21.419.900,00;165,40%
2015-01-13;ANTIOQUIA;PORCE II;63,84;8.126.400,00;113,50%
2015-01-13;ANTIOQUIA;PORCE III;20,58;1.518.700,00;101,25%
2015-01-13;ANTIOQUIA;SAN CARLOS;22,87;3.006.500,00;129,03%
2015-01-13;ANTIOQUIA;TENCHE;2,72;742.000,00;101,64%
2015-01-13;CARIBE;SINU URRA;85,55;910.400,00;50,58%
2015-01-13;CENTRO;AMOYA;5,48;639.800,00;40,24%
2015-01-13;CENTRO;BOGOTA N.R.;0,00;;
2015-01-13;CENTRO;MAGDALENA BETANIA;187,39;2.805.000,00;65,85%
2015-01-13;CENTRO;PRADO;15,05;177.000,00;32,18%
2015-01-13;CENTRO;SOGAMOSO;101,95;3.192.400,00;49,88%
2015-01-13;ORIENTE;BATA;11,70;1.968.700,00;74,29%
2015-01-13;ORIENTE;CHUZA;1,73;688.100,00;61,44%
2015-01-13;ORIENTE;GUAVIO;13,71;3.205.400,00;75,96%
2015-01-13;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.580.700,00;79,65%
2015-01-13;VALLE;ALTOANCHICAYA;13,66;1.454.300,00;31,82%
2015-01-13;VALLE;CALIMA;4,65;209.100,00;41,82%
2015-01-13;VALLE;CAUCA SALVAJINA;51,39;1.218.200,00;31,08%
2015-01-13;VALLE;DIGUA;13,07;166.900,00;50,58%
2015-01-13;VALLE;FLORIDA II;7,20;144.000,00;110,77%
2015-01-14;ANTIOQUIA;A. SAN LORENZO;18,51;4.229.900,00;76,08%
2015-01-14;ANTIOQUIA;CONCEPCION;4,03;1.101.200,00;78,66%
2015-01-14;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,21;1.423.300,00;64,99%
2015-01-14;ANTIOQUIA;DESV. MANSO;5,22;251.700,00;48,40%
2015-01-14;ANTIOQUIA;GRANDE;14,83;4.650.900,00;63,36%
2015-01-14;ANTIOQUIA;GUADALUPE;7,80;2.131.400,00;56,09%
2015-01-14;ANTIOQUIA;GUATAPE;13,26;2.239.100,00;54,75%
2015-01-14;ANTIOQUIA;MIEL I;52,04;2.509.400,00;60,47%
2015-01-14;ANTIOQUIA;NARE;23,53;8.314.500,00;64,20%
2015-01-14;ANTIOQUIA;PORCE II;27,02;3.440.200,00;48,05%
2015-01-14;ANTIOQUIA;PORCE III;28,87;2.129.800,00;141,99%
2015-01-14;ANTIOQUIA;SAN CARLOS;18,16;2.387.000,00;102,45%
2015-01-14;ANTIOQUIA;TENCHE;1,88;514.700,00;70,51%
2015-01-14;CARIBE;SINU URRA;135,03;1.436.900,00;79,83%
2015-01-14;CENTRO;AMOYA;5,25;612.900,00;38,55%
2015-01-14;CENTRO;BOGOTA N.R.;0,00;;
2015-01-14;CENTRO;MAGDALENA BETANIA;162,08;2.426.100,00;56,95%
2015-01-14;CENTRO;PRADO;10,23;120.300,00;21,87%
2015-01-14;CENTRO;SOGAMOSO;106,52;3.335.500,00;52,12%
2015-01-14;ORIENTE;BATA;11,83;1.990.600,00;75,12%
2015-01-14;ORIENTE;CHUZA;2,86;1.137.600,00;101,57%
2015-01-14;ORIENTE;GUAVIO;12,10;2.829.000,00;67,04%
2015-01-14;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.886.100,00;58,21%
2015-01-14;VALLE;ALTOANCHICAYA;19,70;2.097.400,00;45,89%
2015-01-14;VALLE;CALIMA;1,66;74.600,00;14,92%
2015-01-14;VALLE;CAUCA SALVAJINA;60,86;1.442.700,00;36,80%
2015-01-14;VALLE;DIGUA;12,35;157.700,00;47,79%
2015-01-14;VALLE;FLORIDA II;7,20;144.000,00;110,77%
2015-01-15;ANTIOQUIA;A. SAN LORENZO;18,31;4.184.700,00;75,26%
2015-01-15;ANTIOQUIA;CONCEPCION;4,58;1.251.200,00;89,37%
2015-01-15;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,30;1.447.900,00;66,11%
2015-01-15;ANTIOQUIA;DESV. MANSO;8,93;430.600,00;82,81%
2015-01-15;ANTIOQUIA;GRANDE;15,70;4.923.000,00;67,07%
2015-01-15;ANTIOQUIA;GUADALUPE;9,16;2.501.500,00;65,83%
2015-01-15;ANTIOQUIA;GUATAPE;14,08;2.377.600,00;58,13%
2015-01-15;ANTIOQUIA;MIEL I;95,44;4.602.100,00;110,89%
2015-01-15;ANTIOQUIA;NARE;35,19;12.434.800,00;96,02%
2015-01-15;ANTIOQUIA;PORCE II;46,47;5.915.800,00;82,62%
2015-01-15;ANTIOQUIA;PORCE III;3,88;286.500,00;19,10%
2015-01-15;ANTIOQUIA;SAN CARLOS;17,65;2.320.100,00;99,58%
2015-01-15;ANTIOQUIA;TENCHE;2,73;745.500,00;102,12%
2015-01-15;CARIBE;SINU URRA;95,42;1.015.400,00;56,41%
2015-01-15;CENTRO;AMOYA;7,17;837.200,00;52,65%
2015-01-15;CENTRO;BOGOTA N.R.;0,00;;
2015-01-15;CENTRO;MAGDALENA BETANIA;149,57;2.238.900,00;52,56%
2015-01-15;CENTRO;PRADO;14,94;175.700,00;31,95%
2015-01-15;CENTRO;SOGAMOSO;159,04;4.979.800,00;77,81%
2015-01-15;ORIENTE;BATA;10,85;1.825.700,00;68,89%
2015-01-15;ORIENTE;CHUZA;0,89;354.000,00;31,61%
2015-01-15;ORIENTE;GUAVIO;14,53;3.397.200,00;80,50%
2015-01-15;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.254.700,00;69,59%
2015-01-15;VALLE;ALTOANCHICAYA;24,48;2.606.300,00;57,03%
2015-01-15;VALLE;CALIMA;10,97;493.300,00;98,66%
2015-01-15;VALLE;CAUCA SALVAJINA;72,29;1.713.600,00;43,71%
2015-01-15;VALLE;DIGUA;13,85;176.900,00;53,61%
2015-01-15;VALLE;FLORIDA II;7,20;144.000,00;110,77%
2015-01-16;ANTIOQUIA;A. SAN LORENZO;17,96;4.106.000,00;73,85%
2015-01-16;ANTIOQUIA;CONCEPCION;4,43;1.209.400,00;86,39%
2015-01-16;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,44;1.759.300,00;80,33%
2015-01-16;ANTIOQUIA;DESV. MANSO;6,37;307.400,00;59,12%
2015-01-16;ANTIOQUIA;GRANDE;13,51;4.235.700,00;57,71%
2015-01-16;ANTIOQUIA;GUADALUPE;11,98;3.271.600,00;86,09%
2015-01-16;ANTIOQUIA;GUATAPE;19,10;3.225.400,00;78,86%
2015-01-16;ANTIOQUIA;MIEL I;72,18;3.480.800,00;83,87%
2015-01-16;ANTIOQUIA;NARE;26,51;9.369.300,00;72,35%
2015-01-16;ANTIOQUIA;PORCE II;51,57;6.565.300,00;91,69%
2015-01-16;ANTIOQUIA;PORCE III;23,60;1.741.000,00;116,07%
2015-01-16;ANTIOQUIA;SAN CARLOS;16,79;2.207.300,00;94,73%
2015-01-16;ANTIOQUIA;TENCHE;1,87;510.600,00;69,95%
2015-01-16;CARIBE;SINU URRA;90,88;967.100,00;53,73%
2015-01-16;CENTRO;AMOYA;8,29;968.300,00;60,90%
2015-01-16;CENTRO;BOGOTA N.R.;2,34;930.700,00;26,52%
2015-01-16;CENTRO;MAGDALENA BETANIA;151,42;2.266.600,00;53,21%
2015-01-16;CENTRO;PRADO;24,99;293.800,00;53,42%
2015-01-16;CENTRO;SOGAMOSO;103,79;3.250.000,00;50,78%
2015-01-16;ORIENTE;BATA;10,98;1.847.500,00;69,72%
2015-01-16;ORIENTE;CHUZA;1,97;783.600,00;69,96%
2015-01-16;ORIENTE;GUAVIO;16,46;3.848.400,00;91,19%
2015-01-16;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.216.800,00;68,42%
2015-01-16;VALLE;ALTOANCHICAYA;28,54;3.038.600,00;66,49%
2015-01-16;VALLE;CALIMA;2,35;105.700,00;21,14%
2015-01-16;VALLE;CAUCA SALVAJINA;62,38;1.478.700,00;37,72%
2015-01-16;VALLE;DIGUA;14,33;183.000,00;55,45%
2015-01-16;VALLE;FLORIDA II;7,26;145.200,00;111,69%
2015-01-17;ANTIOQUIA;A. SAN LORENZO;19,37;4.427.400,00;79,63%
2015-01-17;ANTIOQUIA;CONCEPCION;3,79;1.035.400,00;73,96%
2015-01-17;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,71;1.286.700,00;58,75%
2015-01-17;ANTIOQUIA;DESV. MANSO;11,33;546.100,00;105,02%
2015-01-17;ANTIOQUIA;GRANDE;14,48;4.539.500,00;61,85%
2015-01-17;ANTIOQUIA;GUADALUPE;10,97;2.997.900,00;78,89%
2015-01-17;ANTIOQUIA;GUATAPE;11,89;2.008.700,00;49,11%
2015-01-17;ANTIOQUIA;MIEL I;121,24;5.846.300,00;140,87%
2015-01-17;ANTIOQUIA;NARE;22,55;7.967.500,00;61,53%
2015-01-17;ANTIOQUIA;PORCE II;46,96;5.978.400,00;83,50%
2015-01-17;ANTIOQUIA;PORCE III;9,89;729.600,00;48,64%
2015-01-17;ANTIOQUIA;SAN CARLOS;18,54;2.437.600,00;104,62%
2015-01-17;ANTIOQUIA;TENCHE;3,47;948.800,00;129,97%
2015-01-17;CARIBE;SINU URRA;89,63;953.800,00;52,99%
2015-01-17;CENTRO;AMOYA;8,13;950.000,00;59,75%
2015-01-17;CENTRO;BOGOTA N.R.;20,90;8.313.000,00;236,84%
2015-01-17;CENTRO;MAGDALENA BETANIA;146,90;2.198.900,00;51,62%
2015-01-17;CENTRO;PRADO;4,26;50.100,00;9,11%
2015-01-17;CENTRO;SOGAMOSO;140,41;4.396.800,00;68,70%
2015-01-17;ORIENTE;BATA;10,63;1.788.600,00;67,49%
2015-01-17;ORIENTE;CHUZA;3,70;1.471.700,00;131,40%
2015-01-17;ORIENTE;GUAVIO;15,19;3.551.500,00;84,16%
2015-01-17;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.568.900,00;79,29%
2015-01-17;VALLE;ALTOANCHICAYA;45,95;4.892.100,00;107,05%
2015-01-17;VALLE;CALIMA;13,78;619.600,00;123,92%
2015-01-17;VALLE;CAUCA SALVAJINA;75,35;1.786.200,00;45,57%
2015-01-17;VALLE;DIGUA;14,88;190.000,00;57,58%
2015-01-17;VALLE;FLORIDA II;7,20;144.000,00;110,77%
2015-01-18;ANTIOQUIA;A. SAN LORENZO;18,36;4.195.900,00;75,47%
2015-01-18;ANTIOQUIA;CONCEPCION;3,90;1.065.100,00;76,08%
2015-01-18;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,62;1.535.300,00;70,11%
2015-01-18;ANTIOQUIA;DESV. MANSO;12,43;599.200,00;115,23%
2015-01-18;ANTIOQUIA;GRANDE;15,74;4.936.500,00;67,25%
2015-01-18;ANTIOQUIA;GUADALUPE;12,68;3.464.200,00;91,16%
2015-01-18;ANTIOQUIA;GUATAPE;22,85;3.859.600,00;94,37%
2015-01-18;ANTIOQUIA;MIEL I;83,50;4.026.300,00;97,02%
2015-01-18;ANTIOQUIA;NARE;23,34;8.246.300,00;63,68%
2015-01-18;ANTIOQUIA;PORCE II;40,82;5.196.800,00;72,58%
2015-01-18;ANTIOQUIA;PORCE III;0,05;3.800,00;0,25%
2015-01-18;ANTIOQUIA;SAN CARLOS;18,22;2.394.700,00;102,78%
2015-01-18;ANTIOQUIA;TENCHE;1,97;536.800,00;73,53%
2015-01-18;CARIBE;SINU URRA;101,42;1.079.300,00;59,96%
2015-01-18;CENTRO;AMOYA;12,57;1.467.600,00;92,30%
2015-01-18;CENTRO;BOGOTA N.R.;20,71;8.237.400,00;234,68%
2015-01-18;CENTRO;MAGDALENA BETANIA;220,26;3.297.000,00;77,39%
2015-01-18;CENTRO;PRADO;41,93;493.000,00;89,64%
2015-01-18;CENTRO;SOGAMOSO;160,79;5.034.700,00;78,67%
2015-01-18;ORIENTE;BATA;14,21;2.391.000,00;90,23%
2015-01-18;ORIENTE;CHUZA;0,99;393.800,00;35,16%
2015-01-18;ORIENTE;GUAVIO;15,22;3.558.500,00;84,32%
2015-01-18;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.610.600,00;80,57%
2015-01-18;VALLE;ALTOANCHICAYA;42,76;4.552.500,00;99,62%
2015-01-18;VALLE;CALIMA;5,23;235.200,00;47,04%
2015-01-18;VALLE;CAUCA SALVAJINA;81,30;1.927.200,00;49,16%
2015-01-18;VALLE;DIGUA;20,35;259.900,00;78,76%
2015-01-18;VALLE;FLORIDA II;9,90;198.000,00;152,31%
2015-01-19;ANTIOQUIA;A. SAN LORENZO;17,63;4.030.400,00;72,49%
2015-01-19;ANTIOQUIA;CONCEPCION;4,47;1.221.400,00;87,24%
2015-01-19;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,55;1.516.200,00;69,23%
2015-01-19;ANTIOQUIA;DESV. MANSO;7,09;341.900,00;65,75%
2015-01-19;ANTIOQUIA;GRANDE;13,18;4.131.600,00;56,29%
2015-01-19;ANTIOQUIA;GUADALUPE;10,85;2.963.800,00;77,99%
2015-01-19;ANTIOQUIA;GUATAPE;12,33;2.082.900,00;50,93%
2015-01-19;ANTIOQUIA;MIEL I;318,39;15.352.900,00;369,95%
2015-01-19;ANTIOQUIA;NARE;32,43;11.458.400,00;88,48%
2015-01-19;ANTIOQUIA;PORCE II;57,43;7.310.900,00;102,11%
2015-01-19;ANTIOQUIA;PORCE III;4,69;346.100,00;23,07%
2015-01-19;ANTIOQUIA;SAN CARLOS;19,36;2.545.200,00;109,24%
2015-01-19;ANTIOQUIA;TENCHE;2,75;750.200,00;102,77%
2015-01-19;CARIBE;SINU URRA;230,05;2.448.100,00;136,01%
2015-01-19;CENTRO;AMOYA;11,32;1.322.100,00;83,15%
2015-01-19;CENTRO;BOGOTA N.R.;10,06;4.001.400,00;114,00%
2015-01-19;CENTRO;MAGDALENA BETANIA;241,29;3.611.800,00;84,78%
2015-01-19;CENTRO;PRADO;29,25;343.900,00;62,53%
2015-01-19;CENTRO;SOGAMOSO;164,33;5.145.800,00;80,40%
2015-01-19;ORIENTE;BATA;15,71;2.643.400,00;99,75%
2015-01-19;ORIENTE;CHUZA;2,13;847.200,00;75,64%
2015-01-19;ORIENTE;GUAVIO;13,25;3.097.900,00;73,41%
2015-01-19;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.943.400,00;90,85%
2015-01-19;VALLE;ALTOANCHICAYA;31,08;3.309.000,00;72,41%
2015-01-19;VALLE;CALIMA;6,53;293.600,00;58,72%
2015-01-19;VALLE;CAUCA SALVAJINA;64,15;1.520.700,00;38,79%
2015-01-19;VALLE;DIGUA;14,71;187.900,00;56,94%
2015-01-19;VALLE;FLORIDA II;9,35;187.000,00;143,85%
2015-01-20;ANTIOQUIA;A. SAN LORENZO;22,25;5.085.700,00;91,47%
2015-01-20;ANTIOQUIA;CONCEPCION;4,54;1.239.200,00;88,51%
2015-01-20;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,38;1.469.700,00;67,11%
2015-01-20;ANTIOQUIA;DESV. MANSO;19,73;951.400,00;182,96%
2015-01-20;ANTIOQUIA;GRANDE;13,54;4.244.200,00;57,82%
2015-01-20;ANTIOQUIA;GUADALUPE;15,34;4.190.100,00;110,27%
2015-01-20;ANTIOQUIA;GUATAPE;21,68;3.661.500,00;89,52%
2015-01-20;ANTIOQUIA;MIEL I;121,01;5.835.400,00;140,61%
2015-01-20;ANTIOQUIA;NARE;27,96;9.879.200,00;76,29%
2015-01-20;ANTIOQUIA;PORCE II;49,00;6.237.500,00;87,12%
2015-01-20;ANTIOQUIA;PORCE III;22,61;1.668.000,00;111,20%
2015-01-20;ANTIOQUIA;SAN CARLOS;16,49;2.167.600,00;93,03%
2015-01-20;ANTIOQUIA;TENCHE;2,76;754.500,00;103,36%
2015-01-20;CARIBE;SINU URRA;123,71;1.316.500,00;73,14%
2015-01-20;CENTRO;AMOYA;10,95;1.278.700,00;80,42%
2015-01-20;CENTRO;BOGOTA N.R.;8,97;3.567.800,00;101,65%
2015-01-20;CENTRO;MAGDALENA BETANIA;264,18;3.954.500,00;92,83%
2015-01-20;CENTRO;PRADO;28,76;338.100,00;61,47%
2015-01-20;CENTRO;SOGAMOSO;149,56;4.683.200,00;73,18%
2015-01-20;ORIENTE;BATA;15,55;2.616.500,00;98,74%
2015-01-20;ORIENTE;CHUZA;2,21;879.000,00;78,48%
2015-01-20;ORIENTE;GUAVIO;17,03;3.981.700,00;94,35%
2015-01-20;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.698.200,00;83,28%
2015-01-20;VALLE;ALTOANCHICAYA;39,68;4.224.600,00;92,44%
2015-01-20;VALLE;CALIMA;2,27;102.100,00;20,42%
2015-01-20;VALLE;CAUCA SALVAJINA;61,29;1.452.900,00;37,06%
2015-01-20;VALLE;DIGUA;14,42;184.100,00;55,79%
2015-01-20;VALLE;FLORIDA II;8,23;164.600,00;126,62%
2015-01-21;ANTIOQUIA;A. SAN LORENZO;51,25;11.714.000,00;210,68%
2015-01-21;ANTIOQUIA;CONCEPCION;5,51;1.506.300,00;107,59%
2015-01-21;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,63;2.084.400,00;95,18%
2015-01-21;ANTIOQUIA;DESV. MANSO;15,41;742.900,00;142,87%
2015-01-21;ANTIOQUIA;GRANDE;15,27;4.788.800,00;65,24%
2015-01-21;ANTIOQUIA;GUADALUPE;13,21;3.609.300,00;94,98%
2015-01-21;ANTIOQUIA;GUATAPE;68,76;11.614.100,00;283,96%
2015-01-21;ANTIOQUIA;MIEL I;118,38;5.708.300,00;137,55%
2015-01-21;ANTIOQUIA;NARE;33,79;11.940.100,00;92,20%
2015-01-21;ANTIOQUIA;PORCE II;50,69;6.452.600,00;90,12%
2015-01-21;ANTIOQUIA;PORCE III;28,36;2.092.300,00;139,49%
2015-01-21;ANTIOQUIA;SAN CARLOS;52,58;6.911.900,00;296,65%
2015-01-21;ANTIOQUIA;TENCHE;4,16;1.136.400,00;155,67%
2015-01-21;CARIBE;SINU URRA;203,97;2.170.600,00;120,59%
2015-01-21;CENTRO;AMOYA;8,51;993.600,00;62,49%
2015-01-21;CENTRO;BOGOTA N.R.;4,99;1.984.800,00;56,55%
2015-01-21;CENTRO;MAGDALENA BETANIA;240,89;3.605.800,00;84,64%
2015-01-21;CENTRO;PRADO;47,56;559.200,00;101,67%
2015-01-21;CENTRO;SOGAMOSO;125,61;3.933.200,00;61,46%
2015-01-21;ORIENTE;BATA;13,53;2.276.600,00;85,91%
2015-01-21;ORIENTE;CHUZA;2,79;1.109.700,00;99,08%
2015-01-21;ORIENTE;GUAVIO;16,03;3.747.900,00;88,81%
2015-01-21;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.543.100,00;109,35%
2015-01-21;VALLE;ALTOANCHICAYA;56,87;6.054.700,00;132,49%
2015-01-21;VALLE;CALIMA;13,15;591.300,00;118,26%
2015-01-21;VALLE;CAUCA SALVAJINA;67,64;1.603.400,00;40,90%
2015-01-21;VALLE;DIGUA;19,08;243.700,00;73,85%
2015-01-21;VALLE;FLORIDA II;7,44;148.800,00;114,46%
2015-01-22;ANTIOQUIA;A. SAN LORENZO;62,86;14.368.100,00;258,42%
2015-01-22;ANTIOQUIA;CONCEPCION;5,20;1.419.200,00;101,37%
2015-01-22;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,27;1.712.900,00;78,21%
2015-01-22;ANTIOQUIA;DESV. MANSO;12,29;592.600,00;113,96%
2015-01-22;ANTIOQUIA;GRANDE;15,12;4.740.900,00;64,59%
2015-01-22;ANTIOQUIA;GUADALUPE;10,60;2.895.700,00;76,20%
2015-01-22;ANTIOQUIA;GUATAPE;83,70;14.137.300,00;345,66%
2015-01-22;ANTIOQUIA;MIEL I;100,65;4.853.600,00;116,95%
2015-01-22;ANTIOQUIA;NARE;52,72;18.629.400,00;143,86%
2015-01-22;ANTIOQUIA;PORCE II;61,88;7.877.600,00;110,02%
2015-01-22;ANTIOQUIA;PORCE III;7,05;520.300,00;34,69%
2015-01-22;ANTIOQUIA;SAN CARLOS;50,62;6.653.900,00;285,58%
2015-01-22;ANTIOQUIA;TENCHE;4,28;1.169.200,00;160,16%
2015-01-22;CARIBE;SINU URRA;137,57;1.464.000,00;81,33%
2015-01-22;CENTRO;AMOYA;14,13;1.649.700,00;103,75%
2015-01-22;CENTRO;BOGOTA N.R.;2,35;934.700,00;26,63%
2015-01-22;CENTRO;MAGDALENA BETANIA;373,09;5.584.700,00;131,10%
2015-01-22;CENTRO;PRADO;87,47;1.028.400,00;186,98%
2015-01-22;CENTRO;SOGAMOSO;225,85;7.071.900,00;110,50%
2015-01-22;ORIENTE;BATA;14,55;2.448.200,00;92,38%
2015-01-22;ORIENTE;CHUZA;4,46;1.774.000,00;158,39%
2015-01-22;ORIENTE;GUAVIO;24,38;5.700.100,00;135,07%
2015-01-22;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.255.800,00;131,35%
2015-01-22;VALLE;ALTOANCHICAYA;75,41;8.028.600,00;175,68%
2015-01-22;VALLE;CALIMA;15,13;680.300,00;136,06%
2015-01-22;VALLE;CAUCA SALVAJINA;103,95;2.464.100,00;62,86%
2015-01-22;VALLE;DIGUA;24,24;309.600,00;93,82%
2015-01-22;VALLE;FLORIDA II;11,30;226.000,00;173,85%
2015-01-23;ANTIOQUIA;A. SAN LORENZO;54,85;12.537.100,00;225,49%
2015-01-23;ANTIOQUIA;CONCEPCION;6,69;1.827.300,00;130,52%
2015-01-23;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,42;2.300.200,00;105,03%
2015-01-23;ANTIOQUIA;DESV. MANSO;7,78;375.000,00;72,12%
2015-01-23;ANTIOQUIA;GRANDE;32,57;10.213.000,00;139,14%
2015-01-23;ANTIOQUIA;GUADALUPE;26,39;7.209.000,00;189,71%
2015-01-23;ANTIOQUIA;GUATAPE;43,38;7.326.900,00;179,14%
2015-01-23;ANTIOQUIA;MIEL I;76,69;3.698.100,00;89,11%
2015-01-23;ANTIOQUIA;NARE;49,01;17.317.000,00;133,72%
2015-01-23;ANTIOQUIA;PORCE II;151,42;19.275.400,00;269,21%
2015-01-23;ANTIOQUIA;PORCE III;6,32;466.100,00;31,07%
2015-01-23;ANTIOQUIA;SAN CARLOS;46,86;6.159.300,00;264,35%
2015-01-23;ANTIOQUIA;TENCHE;3,57;973.900,00;133,41%
2015-01-23;CARIBE;SINU URRA;135,91;1.446.300,00;80,35%
2015-01-23;CENTRO;AMOYA;13,12;1.532.300,00;96,37%
2015-01-23;CENTRO;BOGOTA N.R.;0,94;373.900,00;10,65%
2015-01-23;CENTRO;MAGDALENA BETANIA;520,00;7.783.800,00;182,72%
2015-01-23;CENTRO;PRADO;50,49;593.600,00;107,93%
2015-01-23;CENTRO;SOGAMOSO;223,91;7.011.300,00;109,55%
2015-01-23;ORIENTE;BATA;18,45;3.104.500,00;117,15%
2015-01-23;ORIENTE;CHUZA;3,97;1.579.100,00;140,99%
2015-01-23;ORIENTE;GUAVIO;26,58;6.214.500,00;147,26%
2015-01-23;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.576.900,00;141,26%
2015-01-23;VALLE;ALTOANCHICAYA;50,48;5.374.400,00;117,60%
2015-01-23;VALLE;CALIMA;19,53;878.100,00;175,62%
2015-01-23;VALLE;CAUCA SALVAJINA;98,46;2.334.000,00;59,54%
2015-01-23;VALLE;DIGUA;16,20;206.900,00;62,70%
2015-01-23;VALLE;FLORIDA II;10,74;214.800,00;165,23%
2015-01-24;ANTIOQUIA;A. SAN LORENZO;23,29;5.324.200,00;95,76%
2015-01-24;ANTIOQUIA;CONCEPCION;4,65;1.269.200,00;90,66%
2015-01-24;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,02;1.644.600,00;75,10%
2015-01-24;ANTIOQUIA;DESV. MANSO;7,51;361.900,00;69,60%
2015-01-24;ANTIOQUIA;GRANDE;23,10;7.242.200,00;98,67%
2015-01-24;ANTIOQUIA;GUADALUPE;11,73;3.205.500,00;84,36%
2015-01-24;ANTIOQUIA;GUATAPE;37,40;6.318.000,00;154,47%
2015-01-24;ANTIOQUIA;MIEL I;73,73;3.555.200,00;85,67%
2015-01-24;ANTIOQUIA;NARE;30,84;10.899.400,00;84,17%
2015-01-24;ANTIOQUIA;PORCE II;73,31;9.332.900,00;130,35%
2015-01-24;ANTIOQUIA;PORCE III;2,43;179.300,00;11,95%
2015-01-24;ANTIOQUIA;SAN CARLOS;30,69;4.033.900,00;173,13%
2015-01-24;ANTIOQUIA;TENCHE;1,19;325.100,00;44,53%
2015-01-24;CARIBE;SINU URRA;117,34;1.248.700,00;69,37%
2015-01-24;CENTRO;AMOYA;13,15;1.535.500,00;96,57%
2015-01-24;CENTRO;BOGOTA N.R.;13,47;5.357.700,00;152,64%
2015-01-24;CENTRO;MAGDALENA BETANIA;315,55;4.723.400,00;110,88%
2015-01-24;CENTRO;PRADO;22,19;260.900,00;47,44%
2015-01-24;CENTRO;SOGAMOSO;195,77;6.130.000,00;95,78%
2015-01-24;ORIENTE;BATA;19,10;3.213.800,00;121,28%
2015-01-24;ORIENTE;CHUZA;6,10;2.426.300,00;216,63%
2015-01-24;ORIENTE;GUAVIO;46,26;10.815.700,00;256,30%
2015-01-24;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.734.200,00;115,25%
2015-01-24;VALLE;ALTOANCHICAYA;35,66;3.796.600,00;83,08%
2015-01-24;VALLE;CALIMA;13,08;588.100,00;117,62%
2015-01-24;VALLE;CAUCA SALVAJINA;91,03;2.157.800,00;55,05%
2015-01-24;VALLE;DIGUA;14,84;189.500,00;57,42%
2015-01-24;VALLE;FLORIDA II;11,33;226.600,00;174,31%
2015-01-25;ANTIOQUIA;A. SAN LORENZO;20,36;4.653.500,00;83,70%
2015-01-25;ANTIOQUIA;CONCEPCION;4,54;1.239.200,00;88,51%
2015-01-25;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,55;1.516.200,00;69,23%
2015-01-25;ANTIOQUIA;DESV. MANSO;15,59;751.600,00;144,54%
2015-01-25;ANTIOQUIA;GRANDE;14,62;4.585.300,00;62,47%
2015-01-25;ANTIOQUIA;GUADALUPE;12,67;3.460.900,00;91,08%
2015-01-25;ANTIOQUIA;GUATAPE;28,40;4.796.800,00;117,28%
2015-01-25;ANTIOQUIA;MIEL I;99,28;4.787.500,00;115,36%
2015-01-25;ANTIOQUIA;NARE;22,07;7.798.900,00;60,22%
2015-01-25;ANTIOQUIA;PORCE II;52,47;6.678.800,00;93,28%
2015-01-25;ANTIOQUIA;PORCE III;0,71;52.500,00;3,50%
2015-01-25;ANTIOQUIA;SAN CARLOS;23,85;3.134.600,00;134,53%
2015-01-25;ANTIOQUIA;TENCHE;1,98;540.400,00;74,03%
2015-01-25;CARIBE;SINU URRA;127,81;1.360.100,00;75,56%
2015-01-25;CENTRO;AMOYA;11,93;1.393.500,00;87,64%
2015-01-25;CENTRO;BOGOTA N.R.;14,45;5.747.500,00;163,75%
2015-01-25;CENTRO;MAGDALENA BETANIA;295,23;4.419.200,00;103,74%
2015-01-25;CENTRO;PRADO;40,44;475.500,00;86,45%
2015-01-25;CENTRO;SOGAMOSO;160,80;5.035.200,00;78,68%
2015-01-25;ORIENTE;BATA;17,33;2.916.000,00;110,04%
2015-01-25;ORIENTE;CHUZA;3,30;1.312.600,00;117,20%
